Wall time,Step,Value
1782289283.1368494,1360896,442.9599914550781
1782289314.1683295,1368064,442.9599914550781
1782289354.007784,1377280,442.9599914550781
1782289358.4371998,1378304,442.9599914550781
1782289367.255517,1380352,442.9599914550781
1782289371.6549933,1381376,442.9599914550781
1782289384.8185182,1384448,442.9599914550781
1782289389.2720149,1385472,442.9599914550781
1782289398.1879506,1387520,442.9599914550781
1782289415.8702714,1391616,442.9599914550781
1782289424.6677465,1393664,442.9599914550781
1782289442.3891673,1397760,1650.06005859375
1782289446.8707895,1398784,1650.06005859375
1782289451.304279,1399808,1650.06005859375
1782289455.7390516,1400832,1650.06005859375
1782289460.1556597,1401856,1650.06005859375
1782289477.8898666,1405952,1650.06005859375
1782289482.3224027,1406976,1650.06005859375
1782289491.1732495,1409024,1650.06005859375
1782289495.6026852,1410048,1650.06005859375
1782289513.3393679,1414144,1650.06005859375
1782289535.3675025,1419264,1650.06005859375
1782289539.8166418,1420288,1650.06005859375
1782289557.69382,1424384,1650.06005859375
1782289570.9667246,1427456,1650.06005859375
1782289584.2966797,1430528,1650.06005859375
1782289588.756735,1431552,1650.06005859375
1782289597.6254344,1433600,1650.06005859375
1782289602.1051767,1434624,1650.06005859375
1782289615.4059765,1437696,3252.159912109375
1782289624.371426,1439744,3252.159912109375
1782289659.967488,1447936,3194.56005859375
1782289673.353203,1451008,3328.469970703125
1782289677.8032362,1452032,3328.469970703125
1782289686.7202954,1454080,3463.469970703125
1782289695.5486827,1456128,3463.469970703125
1782289699.9719357,1457152,3463.469970703125
1782289740.021714,1466368,3352.969970703125
1782289744.5158753,1467392,3352.969970703125
1782289753.4155085,1469440,3352.969970703125
1782289762.2859762,1471488,2837.909912109375
1782289771.2042358,1473536,2837.909912109375
1782289775.6872046,1474560,2837.909912109375
1782289780.153045,1475584,2837.909912109375
1782289784.5651178,1476608,2850.300048828125
1782289797.881601,1479680,2168.969970703125
1782289806.8015723,1481728,1419.4200439453125
1782289811.23633,1482752,1419.4200439453125
1782289815.6706698,1483776,648.7899780273438
1782289820.1549337,1484800,648.7899780273438
1782289824.6318586,1485824,653.0999755859375
1782289829.1029913,1486848,677.1799926757812
1782289833.5646105,1487872,677.1799926757812
1782289842.332816,1489920,680.72998046875
1782289846.7398884,1490944,680.72998046875
1782289851.1213448,1491968,680.72998046875
1782289855.5826178,1492992,680.72998046875
1782289859.9711998,1494016,696.7000122070312
1782289864.3884938,1495040,584.2000122070312
1782289868.8556812,1496064,584.2000122070312
1782289873.2927368,1497088,452.79998779296875
1782289877.708207,1498112,383.1700134277344
1782289882.1482432,1499136,383.1700134277344
1782289913.3809068,1506304,190.3300018310547
1782289926.799763,1509376,220.91000366210938
1782289931.2524936,1510400,220.91000366210938
1782289940.2866063,1512448,226.36000061035156
1782289944.7183156,1513472,226.36000061035156
1782289962.6338005,1517568,204.0800018310547
1782289967.0523732,1518592,228.7100067138672
1782289971.4691174,1519616,167.0
1782289975.8390377,1520640,167.0
1782289989.1683366,1523712,167.0
1782289993.6451452,1524736,181.4600067138672
1782289998.037403,1525760,135.57000732421875
1782290002.4813588,1526784,115.75
1782290006.8557756,1527808,102.25
1782290015.7210634,1529856,159.6699981689453
1782290020.1363733,1530880,159.6699981689453
1782290037.9167798,1534976,139.47999572753906
1782290042.4177868,1536000,144.38999938964844
1782290046.9026086,1537024,144.38999938964844
1782290055.8173037,1539072,143.49000549316406
1782290069.2370305,1542144,206.50999450683594
1782290086.9691484,1546240,158.4199981689453
1782290091.3545575,1547264,158.38999938964844
1782290095.8008757,1548288,140.3300018310547
1782290104.779849,1550336,139.97000122070312
1782290113.7199414,1552384,139.97000122070312
1782290118.1098607,1553408,139.97000122070312
1782290149.0515265,1560576,126.44000244140625
1782290162.3024418,1563648,149.9199981689453
1782290171.118693,1565696,157.08999633789062
1782290180.1199832,1567744,152.0
1782290193.4129863,1570816,148.10000610351562
1782290197.812958,1571840,148.10000610351562
1782290211.2183444,1574912,132.7899932861328
1782290215.6171975,1575936,132.7899932861328
1782290224.4341087,1577984,188.6300048828125
1782290228.832438,1579008,188.6300048828125
1782290246.5129683,1583104,173.35000610351562
1782290255.351186,1585152,218.57000732421875
1782290259.795726,1586176,218.57000732421875
1782290273.1064727,1589248,219.49000549316406
1782290277.5782359,1590272,228.44000244140625
1782290281.9304068,1591296,225.7100067138672
1782290290.7991073,1593344,225.7100067138672
1782290299.5983572,1595392,166.32000732421875
1782290321.9394486,1600512,207.7100067138672
1782290330.7656682,1602560,133.00999450683594
1782290335.1709888,1603584,167.17999267578125
1782290339.5968213,1604608,178.5399932861328
1782290348.5594306,1606656,175.27999877929688
1782290357.3627403,1608704,133.82000732421875
1782290361.7526503,1609728,134.75
1782290366.1539202,1610752,105.05000305175781
1782290370.6124642,1611776,105.05999755859375
1782290383.8779235,1614848,86.56999969482422
1782290392.7804322,1616896,76.76000213623047
1782290397.1837568,1617920,74.04000091552734
1782290401.6325521,1618944,68.66999816894531
1782290406.050273,1619968,68.6500015258789
1782290410.51131,1620992,74.04000091552734
1782290423.727544,1624064,77.62999725341797
1782290445.6946568,1629184,95.70999908447266
1782290467.750839,1634304,111.86000061035156
1782290472.1489937,1635328,112.7699966430664
1782290476.5941777,1636352,112.7699966430664
1782290494.266094,1640448,143.30999755859375
1782290498.6979668,1641472,108.02999877929688
1782290503.083957,1642496,80.08000183105469
1782290534.0485075,1649664,52.209999084472656
1782290538.4463205,1650688,44.880001068115234
1782290547.2990956,1652736,60.790000915527344
1782290551.8145146,1653760,56.9900016784668
1782290560.6605852,1655808,50.41999816894531
1782290578.2978196,1659904,50.33000183105469
1782290587.1829524,1661952,50.33000183105469
1782290596.0455635,1664000,63.16999816894531
1782290604.865967,1666048,90.19999694824219
1782290609.3173873,1667072,80.69000244140625
1782290622.7307868,1670144,44.84000015258789
1782290627.2131577,1671168,49.56999969482422
1782290644.8985372,1675264,64.02999877929688
1782290649.3976016,1676288,63.119998931884766
1782290653.8662477,1677312,67.61000061035156
1782290658.4149346,1678336,65.86000061035156
1782290667.3651721,1680384,78.31999969482422
1782290671.847667,1681408,82.79000091552734
1782290694.1143565,1686528,73.4000015258789
1782290698.6321304,1687552,73.4000015258789
1782290707.5258627,1689600,68.0199966430664
1782290716.3808985,1691648,91.55999755859375
1782290720.7993565,1692672,105.04000091552734
1782290725.1932034,1693696,105.04000091552734
1782290729.6109188,1694720,102.91999816894531
1782290738.3964272,1696768,101.87000274658203
1782290747.3295345,1698816,108.4800033569336
1782290765.0427878,1702912,78.4000015258789
1782290773.8325155,1704960,77.30999755859375
1782290782.7649565,1707008,59.41999816894531
1782290796.1480982,1710080,63.209999084472656
1782290800.6282327,1711104,64.13999938964844
1782290818.2511806,1715200,64.27999877929688
1782290831.4594264,1718272,96.80999755859375
1782290840.24191,1720320,88.44000244140625
1782290844.683925,1721344,99.27999877929688
1782290849.149232,1722368,100.16000366210938
1782290853.6306858,1723392,98.0999984741211
1782290866.9790587,1726464,95.54000091552734
1782290871.4311852,1727488,90.13999938964844
1782290875.860247,1728512,89.33000183105469
1782290880.3258085,1729536,96.52999877929688
1782290884.7511685,1730560,99.4800033569336
1782290889.1318164,1731584,104.87000274658203
1782290902.2937686,1734656,103.08000183105469
1782290906.730413,1735680,104.08999633789062
1782290911.1623015,1736704,119.38999938964844
1782290920.0349064,1738752,105.9000015258789
1782290924.474923,1739776,104.9000015258789
1782290928.8624976,1740800,104.9000015258789
1782290933.278238,1741824,112.13999938964844
1782290942.1981494,1743872,107.36000061035156
1782290951.1082869,1745920,119.88999938964844
1782290964.4918413,1748992,126.44999694824219
1782290973.2134495,1751040,126.44999694824219
1782290977.5929832,1752064,126.44999694824219
1782290982.0116777,1753088,126.44999694824219
1782290986.458216,1754112,126.44999694824219
1782291004.1177175,1758208,199.0500030517578
1782291012.841196,1760256,193.61000061035156
1782291017.2578275,1761280,193.61000061035156
1782291030.6330442,1764352,197.50999450683594
1782291035.0788777,1765376,192.77999877929688
1782291039.5742967,1766400,192.77999877929688
1782291044.0262845,1767424,192.77999877929688
1782291066.2111526,1772544,171.72000122070312
1782291101.7092156,1780736,163.6199951171875
1782291106.1628656,1781760,159.11000061035156
1782291110.594478,1782784,159.11000061035156
1782291123.9438508,1785856,132.4199981689453
1782291132.8603313,1787904,130.6199951171875
1782291141.6737094,1789952,116.4800033569336
1782291146.0484369,1790976,84.94000244140625
1782291150.4900935,1792000,81.26000213623047
1782291154.911794,1793024,81.26000213623047
1782291159.41075,1794048,72.2300033569336
1782291168.278,1796096,74.93000030517578
1782291172.749355,1797120,84.58000183105469
1782291186.078993,1800192,84.58000183105469
1782291208.3316221,1805312,113.68000030517578
1782291212.7583616,1806336,110.75
1782291221.5904434,1808384,108.97000122070312
1782291226.011317,1809408,105.43000030517578
1782291234.808789,1811456,99.06999969482422
1782291265.779185,1818624,114.5999984741211
1782291270.2475975,1819648,114.58999633789062
1782291274.7407334,1820672,115.43000030517578
1782291288.127797,1823744,121.76000213623047
1782291292.590452,1824768,124.52999877929688
1782291305.9112906,1827840,103.02999877929688
1782291310.3476574,1828864,103.02999877929688
1782291314.7726505,1829888,105.7300033569336
1782291319.2120492,1830912,105.7300033569336
1782291328.013592,1832960,117.41999816894531
1782291332.4440653,1833984,113.8499984741211
1782291341.3051646,1836032,125.52999877929688
1782291350.1950393,1838080,117.19999694824219
1782291359.1098788,1840128,149.5
1782291363.5227795,1841152,150.3800048828125
1782291376.782756,1844224,103.58000183105469
1782291381.1953878,1845248,103.58000183105469
1782291385.6053581,1846272,104.69999694824219
1782291389.9785395,1847296,114.5999984741211
1782291394.4886193,1848320,109.81999969482422
1782291412.259516,1852416,95.38999938964844
1782291421.1122189,1854464,104.3499984741211
1782291438.7945428,1858560,119.68000030517578
1782291447.6284513,1860608,125.06999969482422
1782291456.5053096,1862656,103.48999786376953
1782291460.9260464,1863680,106.20999908447266
1782291478.7752354,1867776,125.37000274658203
1782291492.029211,1870848,137.14999389648438
1782291496.4599068,1871872,118.87999725341797
1782291505.3581307,1873920,114.6500015258789
1782291509.8595567,1874944,117.4000015258789
1782291518.744398,1876992,108.23999786376953
1782291523.2128818,1878016,105.55000305175781
1782291527.6233525,1879040,105.55000305175781
1782291536.4431157,1881088,93.80999755859375
1782291540.8436928,1882112,93.80999755859375
1782291545.2429378,1883136,98.37000274658203
1782291571.8631132,1889280,115.37999725341797
1782291576.34734,1890304,115.37999725341797
1782291580.789014,1891328,115.37999725341797
1782291585.2105286,1892352,115.37999725341797
1782291589.665592,1893376,157.6199951171875
1782291598.5702984,1895424,154.89999389648438
1782291603.0093148,1896448,156.66000366210938
1782291611.8705096,1898496,163.8300018310547
1782291625.075195,1901568,167.4199981689453
1782291642.809552,1905664,89.0999984741211
1782291660.5200698,1909760,108.0199966430664
1782291664.956256,1910784,115.18000030517578
1782291669.40371,1911808,115.18000030517578
1782291673.8594372,1912832,107.9800033569336
1782291691.5866566,1916928,136.77000427246094
1782291695.9420192,1917952,118.81999969482422
1782291700.355194,1918976,130.58999633789062
1782291704.8046167,1920000,118.91000366210938
1782291709.1919546,1921024,118.91000366210938
1782291713.6408849,1922048,118.91000366210938
1782291718.0878155,1923072,117.19999694824219
1782291726.9619043,1925120,122.55999755859375
1782291731.3907194,1926144,117.16999816894531
1782291744.776018,1929216,108.12000274658203
1782291749.2093558,1930240,108.12000274658203
1782291758.1071632,1932288,109.05000305175781
1782291766.9086227,1934336,130.8800048828125
1782291775.7032022,1936384,112.63999938964844
1782291780.1216521,1937408,114.44000244140625
1782291797.8142233,1941504,115.9800033569336
1782291815.502728,1945600,65.33999633789062
1782291824.3573976,1947648,60.20000076293945
1782291828.8116117,1948672,61.11000061035156
1782291846.72759,1952768,84.75
1782291855.6023157,1954816,84.75
1782291860.0247006,1955840,86.58000183105469
1782291864.4406416,1956864,86.5999984741211
1782291877.6588356,1959936,120.81999969482422
1782291890.9518318,1963008,128.9499969482422
1782291899.8080888,1965056,143.63999938964844
1782291926.4057426,1971200,158.91000366210938
1782291930.8167894,1972224,144.52000427246094
1782291935.19135,1973248,114.55999755859375
1782291944.0713987,1975296,116.11000061035156
1782291948.50219,1976320,116.11000061035156
1782291961.7404475,1979392,88.51000213623047
1782291974.9559429,1982464,102.9000015258789
1782291979.3909378,1983488,102.9000015258789
1782291992.762752,1986560,116.38999938964844
1782291997.2240024,1987584,109.18000030517578
1782292001.6678886,1988608,120.8499984741211
1782292006.0624645,1989632,140.64999389648438
1782292014.8691049,1991680,140.64999389648438
1782292019.2516487,1992704,149.6699981689453
1782292028.1344428,1994752,166.1199951171875
1782292041.4846647,1997824,154.14999389648438
1782292045.8843634,1998848,154.14999389648438
1782292054.7182703,2000896,169.42999267578125
